Team,Player Name,Full Name,Born,Current Age,Batting Style,Bowling Style,Profile,Batting_Test_matches,Batting_Test_Innings,Batting_Test_Runs,Batting_Test_Avg,Batting_ODI_Matches,Batting_ODI_Innings,Batting_ODI_Runs,Batting_ODI_Highest,Batting_ODI_Avg,Batting_TESTs_Highest,Batting_T20I_Matches,Batting_T20I_Innings,Batting_T20I_runs,Batting_T20I_Highest,Batting_T20I_Avg,Batting_T20_Matches,Batting_T20_Innings,Batting_T20_Runs,Batting_T20_Highest,Batting_T20_average,Test_Debut,ODI_Debut,T20 Debut,Image URL-src,T20I_Debut
West Indies,SS Cottrell,Sheldon Shane Cottrell,19-Aug-89,25 years 102 days,Right-hand bat,Left-arm fast-medium,"Sheldon Cottrell is one of the most promising fast bowlers in West Indies. He is strong and muscular, can bowl fast, and his left-arm angle provides variety to the bowling attack. His athleticism in the field and powerful hitting in the lower order are bonuses.",1,2,5,2.5,3,-,-,-,-,5,28,40,337,NA,16.04,NA,NA,NA,NA,NA,NA,NA,"Jamaica v Windward Islands at Bridgetown, Jan 23, 2011 scorecard",http://www.espncricinfo.com/inline/content/image/728899.html,"West Indies v England at Bridgetown, Mar 13, 2014 scorecard"
West Indies,LR Johnson,Leon Rayon Johnson,"August 8, 1987, Georgetown, Demerara",27 years 113 days,Left-hand bat,Legbreak,"A left-hand middle-order batsman, Leon Johnson made his first-class debut for Guyana at 16. He played two matches that season but then had to wait four years for his next opportunities, in the meantime captaining West Indies at the Under-19 World Cup in 2005-06. When he returned to the Guyana line-up in 2007-08, Johnson had a solid Carib Beer Series and scored 427 runs at 42.70, a consistent effort considering that he did not make a century during the campaign. The promising signs were enough for the West Indies selectors to choose him for the ODI tri-series in Canada later that year. He impressed with a half-century in his second match. He later earned a call-up to the Test squad to New Zealand.
Cricinfo staff November 2008",1,2,107,53.5,3,3,79,51,26.33,66,53,92,2936,144,33.36,NA,NA,NA,NA,NA,NA,"Bermuda v West Indies at King City (NW), Aug 20, 2008 scorecard","Guyana v Leeward Islands at North Sound, Jan 9, 2012 scorecard",http://www.espncricinfo.com/inline/content/image/601552.html?alt=1,NA
West Indies,SJ Benn,Sulieman Jamaal Benn,"July 22, 1981, Haynesville, St James, Barbados",33 years 130 days,Allrounder,Left-hand bat,"There aren't many players who can look down at Chris Gayle, but at 6'7""  Sulieman Benn towers over his captain and makes the likes of Shivnarine Chanderpaul and Brendan Nash look like schoolboys. Built like a fast bowler, and with the fiery attitude of one, Benn is also no stranger to on-field controversies. In 2007, he was involved in an ugly incident with batsman Robin Parris during a club game at Queen's Park Oval, and in 2009 was involved in a heated on-field argument with Brad Haddin and Mitchell Johnson in the third Test at Perth. There were yet more charges to be added to his sheet, as Benn was dismissed from the field by his own captain during South Africa's one-day whitewashing of West Indies in 2010  after apparently refusing to bowl over the wicket, and in the Test series which followed was involved in several colourful exchanges with Dale Steyn.",22,33,463,15.43,28,18,110,31,7.85,42,17,7,37,NA,12.33,71,27,167,21,9.27,"West Indies v Sri Lanka at Providence, Mar 22-26, 2008 scorecard","West Indies v Sri Lanka at Port of Spain, Apr 10, 2008 scorecard","Anguilla v Barbados at Coolidge, Jul 18, 2006 scorecard",http://www.espncricinfo.com/inline/content/image/800701.html?alt=3,"West Indies v Australia at Bridgetown, Jun 20, 2008 scorecard"
West Indies,KA Edwards,Kirk Anton Edwards,"November 3, 1984, Barbados",30 years 26 days,Right-hand bat,Right-arm offbreak,"Kirk Edwards announced himself on the world stage in style, becoming only the 14th West Indian batsman to score a century on his Test debut, and in the process joining the likes of George Headley, Lawrence Rowe and Gordon Greenidge.",17,32,986,31.8,16,16,331,123*,23.64,121,69,117,4191,190,37.75,NA,NA,NA,NA,NA,"West Indies v India at Roseau, Jul 6-10, 2011 scorecard","India v West Indies at Chennai, Mar 20, 2011 scorecard","West Indies A v Zimbabwe at St George's, Apr 22, 2010 scorecard",http://www.espncricinfo.com/inline/content/image/502563.html?alt=1,NA
West Indies,KC Brathwaite,Kraigg Clairmonte Brathwaite,"December 1, 1992, Black Rock, St Michael, Barbados",21 years 363 days,BoBo,Opening batsman,"Brathwaite made his first-class debut aged just 16 and impressed, scoring 73 while opening the batting for Barbados. He was called up for the West Indies squad for the Test series against Bangladesh in 2009, when senior players had gone on strike, and was subsequently awarded a contract by the West Indies Cricket Board. A patient batsman, who likens his batting style to Shivnarine Chanderpaul, Brathwaite won a place in the West Indies Under-19 squad for the World Cup in 2010 in New Zealand. He was West Indies' leading run-scorer and overall second highest with 335 runs with four fifties. He made the senior side in 2011, and debuted against Pakistan in the home Test series.",14,27,956,38.24,66,113,4464,212,43.33,212,16,16,402,63,30.92,NA,NA,NA,NA,NA,"West Indies v Pakistan at Basseterre, May 20-24, 2011 scorecard",NA,NA,http://www.espncricinfo.com/inline/content/image/515866.html?alt=1,NA
West Indies,DJG Sammy,Darren Julius Garvey Sammy,"December 20, 1983, Micoud, St Lucia",30 years 344 days,Allrounder,Right-hand bat,"Darren Julius Garvey Sammy has names invoking images of great leadership, and in October 2010 he became the first cricketer from St Lucia to be named West Indies captain. Rather fittingly, in what was a highlight of his career, he went on to lead West Indies to their first world title since the 1979 World Cup with a stirring victory over hosts Sri Lanka in the 2012 World Twenty20 final.",38,63,1323,21.68,115,96,1587,84,23.68,106,55,42,483,NA,16.65,142,119,1647,60,19.37,"England v West Indies at Manchester, Jun 7-11, 2007 scorecard","New Zealand v West Indies at Southampton, Jul 8, 2004 scorecard","British Virgin Islands v St Lucia at Coolidge, Jul 12, 2006 scorecard",http://www.espncricinfo.com/inline/content/image/800693.html?alt=3,"England v West Indies at The Oval, Jun 28, 2007 scorecard"
West Indies,CH Gayle,Christopher Henry Gayle,"September 21, 1979, Kingston, Jamaica",35 years 69 days,Allrounder,Left-hand bat,"A thrusting Jamaican left-hander, Gayle earned himself a black mark on his first senior tour - to England in 2000 - where the new boys were felt to be insufficiently respectful of their elders. But a lack of respect, for opposition bowlers at least, has served Gayle well since then. Tall and imposing at the crease, he loves to carve through the covers off either foot, and has the ability to decimate the figures of even the thriftiest of opening bowlers. And in this era of Twenty20 cricket, Gayle is the batsman who has thrived like no other.",103,182,7214,42.18,258,253,8810,153*,37.33,333,43,41,1239,117,32.6,191,187,6787,NA,41.89,"West Indies v Zimbabwe at Port of Spain, Mar 16-20, 2000 scorecard","India v West Indies at Toronto, Sep 11, 1999 scorecard","Chilaw Marians Cricket Club v PCA Masters XI at Leicester, Sep 15, 2005 scorecard",http://www.espncricinfo.com/inline/content/image/800705.html?alt=3,"New Zealand v West Indies at Auckland, Feb 16, 2006 scorecard"
West Indies,D Ramdin,Denesh Ramdin,"March 13, 1985, Couva, Trinidad",29 years 261 days,Shotter,Wicketkeeper,"A talented wicketkeeper-batsman, Denesh Ramdin has unmistakable skills with both the gloves and the bat, but hasn't always used them consistently. Originally a fast bowler who then kept wicket when he had finished his stint with the ball, Ramdin's overall cricketing acumen was spotted early, as he led both Trinidad & Tobago's and West Indies' Under-19 sides before being selected, aged 19 and with only 13 first-class games under his belt, as first-choice gloveman for the senior squad's tour of Sri Lanka in 2005.",61,102,2419,27.17,115,87,1671,169,24.94,166,49,31,342,NA,15.54,128,87,1363,84,20.65,"Sri Lanka v West Indies at Colombo (SSC), Jul 13-16, 2005 scorecard","India v West Indies at Dambulla, Jul 31, 2005 scorecard","New Zealand v West Indies at Auckland, Feb 16, 2006 scorecard",http://www.espncricinfo.com/inline/content/image/800493.html?alt=3,"New Zealand v West Indies at Auckland, Feb 16, 2006 scorecard"
Zimbabwe,LM Jongwe,Luke Mafuwa Jongwe,"February 6, 1995, Harare",19 years 296 days,Right-hand bat,Right-arm medium,NA,3,3,27,9,12,19,359,132*,19.94,19,14,13,288,56,24,NA,NA,NA,NA,NA,NA,"Zimbabwe v South Africa at Bulawayo, Aug 17, 2014 scorecard",NA,http://www.espncricinfo.com/inline/content/image/721651.html?alt=1,NA
Zimbabwe,P Utseya,Prosper Utseya,"March 26, 1985, Harare",29 years 248 days,Bowler,Right-hand bat,"Like so many in the new generation of Zimbabwe players, Prosper Utseya was first introduced to the game at Chipembere Primary School in the Harare township of Highfield, and won a ZCU scholarship to Churchill High School. A promising talent at school level, he made his first-class debut - opening the batting in the first innings - for Mashonaland A at the age of 15. He scored a fifty in a tight situation in just his second Logan Cup match, against Manicaland, a day before his 16th birthday, and soon moved into the Under-19 and Zimbabwe A sides, with some notable bowling performances along the way. In 2004, Utseya was unexpectedly thrust into the Zimbabwe national team against Sri Lanka at the age of 19 when the rebel players withdrew. Later that year, he was moved to Manicaland to strengthen the provincial side there, and was selected for the CFX Academy. Growing in experience, he took his first first-class five-wicket haul - 5 for 32 - against Manicaland in October of that year, and continued to hold a place in a weakened national side, taking up the captaincy from Terry Duffin in 2006.",4,8,107,15.28,160,129,1385,68*,16.89,45,29,17,66,NA,6,78,51,339,NA,11.3,"Zimbabwe v Sri Lanka at Harare, May 6-8, 2004 scorecard","Zimbabwe v Sri Lanka at Bulawayo, Apr 20, 2004 scorecard","Bangladesh v Zimbabwe at Khulna, Nov 28, 2006 scorecard",http://www.espncricinfo.com/inline/content/image/800553.html?alt=3,"Bangladesh v Zimbabwe at Khulna, Nov 28, 2006 scorecard"
Zimbabwe,TL Chatara,Tendai Larry Chatara,"February 28, 1991, Chimanimani",23 years 274 days,Right-hand bat,Right-arm fast-medium,"A tall, wiry fast bowler with appreciable pace and the ability to move the ball away from the right hander, Tendai Chatara has risen quickly to prominence since his first-class debut for Mountaineers in 2009. Naturally athletic, he had represented his home province of Manicaland in 200 and 400 metre events while in high school and soon found his calling in cricket. He finished the series against the Bangladesh Under-19s in November 2009 as the leading wicket-taker, and represented Zimbabwe Under-19 at the World Cup in 2009-10 before making his senior Zimbabwe debut in the second Twenty20 against India at Harare in June 2010. Regarded as one of the most promising young fast-bowling prospects in Zimbabwe, Chatara admires Glenn McGrath for being a crucial wicket-taker and tries to replicate McGrath's good line and length when bowling.
Liam Brickhill June 2011",7,14,82,6.83,20,12,76,23,19,22,7,-,-,-,-,24,4,4,2,4,"West Indies v Zimbabwe at Bridgetown, Mar 12-14, 2013 scorecard","West Indies v Zimbabwe at St George's, Feb 24, 2013 scorecard","Mountaineers v Mid West Rhinos at Harare, Feb 12, 2010 scorecard",http://www.espncricinfo.com/inline/content/image/800745.html?alt=3,"Zimbabwe v India at Harare, Jun 13, 2010 scorecard"
Zimbabwe,BV Vitori,Brian Vitalis Vitori,"February 22, 1990, Masvingo",24 years 280 days,Left-hand bat,Left-arm fast-medium,"A stocky left-arm bowler from the province of Masvingo, Brian Vitori has emerged as a successful product of Zimbabwe's new franchise system. With the ability to move the ball into the right-hander and away from the left-hander at decent pace, he is considered one of the most attacking bowlers in the new set-up.",4,7,52,10.4,15,9,55,20*,7.85,NA,6,2,8,NA,-,16,4,12,NA,6,"Zimbabwe v Bangladesh at Harare, Aug 4-8, 2011 scorecard","Zimbabwe v Bangladesh at Harare, Aug 12, 2011 scorecard","Southerns v Westerns at Harare, Mar 19, 2008 scorecard",http://www.espncricinfo.com/inline/content/image/800729.html?alt=3,"Sri Lanka v Zimbabwe at Hambantota, Sep 18, 2012 scorecard"
Zimbabwe,T Kamungozi,Tafadzwa Kamungozi,"June 8, 1987, Harare",27 years 174 days,Faffie,Allrounder,"Spinners of all types appear to have proliferated in Zimbabwe in recent years and Tafadzwa Kamungozi, a young legspinner from Harare, is one who has shown reaonable promise. Born in Harare, Kamungozi first learned to play cricket at Chengu Primary School in the township of Highfield.  He was a seam bowler at first, but while a student at Highfield High, at around the time he joined Takashinga Cricket Club, he changed to leg spin. He lived close to the Takashinga ground and came under the tutelage of coaches Stephen Mangongo and Walter Chawaguta. Joining Takashinga was also his only chance to continue playing cricket, as the sport was not played at his high school.",1,2,5,2.5,10,8,19,12*,4.75,5,1,-,-,-,-,26,11,34,13,3.77,NA,"South Africa v Zimbabwe at Potchefstroom, Sep 20, 2006 scorecard","Eagles v Zimbabweans at Kimberley, Sep 13, 2006 scorecard",http://www.espncricinfo.com/inline/content/image/727103.html?alt=1,NA
Zimbabwe,CR Ervine,Craig Richard Ervine,"August 19, 1985, Harare",29 years 102 days,Middle-order batsman,Left-hand bat,"Few people in Zimbabwe cricket circles were surprised when Craig Ervine found his way into Zimbabwe colours. A stylish left-handed middle order batsman, Ervine hails from a family with a strong cricketing tradition - his father and uncle both played first-class cricket, albeit briefly, in the late 1970s, his older brother Sean had a promising fledgling international career with Zimbabwe before heading to England to become a reliable cog in Hampshire's middle order, and even younger brother Ryan has turned out for the Southern Rocks franchise on occasion.",7,14,286,23.83,25,23,702,85,35.1,49,7,6,127,37,21.16,34,28,558,71,25.36,"Zimbabwe v Bangladesh at Harare, Aug 4-8, 2011 scorecard","Zimbabwe v India at Bulawayo, May 28, 2010 scorecard","Southern Rocks v Desert Vipers at Harare, Feb 13, 2010 scorecard",http://www.espncricinfo.com/inline/content/image/800629.html?alt=3,"Sri Lanka v Zimbabwe at Providence, May 3, 2010 scorecard"
Zimbabwe,MN Waller,Malcolm Noel Waller,"September 28, 1984, Harare",30 years 62 days,Right-hand bat,Right-arm offbreak,"The son of former Zimbabwe batsman Andy Waller, Malcolm is a middle-order batsman and offspinner who is trying to forge a cricketing career of his own. He first represented Zimbabwe at Under-15 level in 2000 before re-surfacing for Mashonaland in the Faithwear one-day competition in 2004. His appearances were sporadic until he finally established himself in 2007-08, though his performances - apart from in Twenty20 cricket - were fairly ordinary. But good club form with Harare Sports Club in the Vigne Cup helped win him selection for the Bangladesh tour in 2008-09. His most notable performance for Zimbabwe to date was an aggressive 63 in the thumping win over Kenya in 2008-09 - a series that Zimbabwe dominated from start to finish. He overshadowed that knock during New Zealand's tour of Zimbabwe in October-November 2011, when he slammed 99 not out off 74 balls to help Zimbabwe chase down a record 329 runs in a dramatic last-over finish. That performance earned him a call-up to the Test team for the one-off Test that followed. His cousin, Nathan Waller, has represented Zimbabwe Under-19.
Liam Brickhill",9,18,396,23.29,45,41,818,99*,21.52,NA,11,10,159,49,19.87,47,40,733,73,22.21,"Zimbabwe v New Zealand at Bulawayo, Nov 1-5, 2011 scorecard","Bangladesh v Zimbabwe at Dhaka, Jan 19, 2009 scorecard","Centrals v Easterns (Zimbabwe) at Harare, Mar 19, 2008 scorecard",http://www.espncricinfo.com/inline/content/image/800727.html?alt=3,"Zimbabwe v New Zealand at Harare, Oct 15, 2011 scorecard"
Zimbabwe,RW Chakabva,Regis Wiriranai Chakabva,"September 20, 1987, Harare",27 years 70 days,Wicketkeeper batsman,Right-hand bat,"Regis Chakabva's path in cricket took him through Highfields, Churchill, on to Takashinga, and finally a Twenty20 against Pakistan and an ODI debut against Kenya, and he is regarded as a wicketkeeper of high promise in selection circles. Chakabva represent Zimbabwe Under-19s at the Afro-Asia Under-19 Cup in 2005, but despite the rebel crisis and subsequent player drain, slipped behind Tatenda Taibu, Brendan Taylor, and Alester Maregwede in the national wicketkeeping stakes and has struggled to force his way ahead of them.",8,16,495,33,24,22,340,45,16.19,101,2,2,1,1,0.5,40,32,409,NA,14.6,"Zimbabwe v New Zealand at Bulawayo, Nov 1-5, 2011 scorecard","Kenya v Zimbabwe at Nairobi (Gym), Oct 19, 2008 scorecard","Northerns (Zimbabwe) v Southerns at Harare, Mar 19, 2008 scorecard",http://www.espncricinfo.com/inline/content/image/501714.html?alt=1,"Pakistan v Zimbabwe at King City (NW), Oct 12, 2008 scorecard"
Zimbabwe,E Chigumbura,Elton Chigumbura,"March 14, 1986, Kwekwe, Midlands",28 years 260 days,Allrounder,Right-hand bat,"Elton Chigumbura made his first-class debut for Mashonaland in the Logan Cup, aged only 15, in 2002 and has since established himself as Zimbabwe's premier allrounder and, for a time, captain of the national side. Chigumbura is a product of the ZC development programme and took to the game at Chipembere Primary School in the Highfield township of Harare. A prot̩g̩ of coach Stephen Mangongo, he won a ZCU scholarship to Churchill High School and represented Zimbabwe in two Under-19 World Cups.",14,27,569,21.07,168,155,3387,90,24.9,88,27,26,464,NA,22.09,104,101,1881,NA,25.76,"Zimbabwe v Sri Lanka at Harare, May 6-8, 2004 scorecard","Zimbabwe v Sri Lanka at Bulawayo, Apr 20, 2004 scorecard","Eagles v Zimbabweans at Kimberley, Sep 13, 2006 scorecard",http://www.espncricinfo.com/inline/content/image/800537.html?alt=3,"Bangladesh v Zimbabwe at Khulna, Nov 28, 2006 scorecard"
Zimbabwe,V Sibanda,Vusimuzi Sibanda,"October 10, 1983, Highfields, Harare",31 years 50 days,Right-hand bat,Right-arm medium,"Vusi Sibanda is a contemporary of Tatenda Taibu, Hamilton Masakadza and Stuart Matsikenyeri. Like them, he comes from the Harare township of Highfield and earned a ZCU scholarship to Churchill High School. Sibanda is an opening batsman and an occasional medium-pace bowler, and was a student at the CFX Academy in 2002. He scored 58 on debut against the West Indies, but his selection for the national team came too early, and despite failing to live up to his potential, the crisis in the national side meant that he kept his place long after others would have been discarded. Despite being a superb timer of the ball off both the front and back feet, he was slow to learn the ability to build a big innings and his selections were due almost entirely to his outstanding potential rather than actual performance. He has a very sound technique, but poor shot selection has often brought about his downfall. Coach Kevin Curran noted that he matured well on the West Indian tour in May 2006. He suffered a hand injury early on, but took his opportunities when given them, starting the tour with 52 at Georgetown, and finishing with a 78 and then a superb century in the Tri-Series final against Bermuda.",14,28,591,21.1,118,117,2775,116,24.34,93,16,16,230,32,15.33,42,42,805,NA,20.64,"Zimbabwe v West Indies at Harare, Nov 4-8, 2003 scorecard","Zimbabwe v West Indies at Bulawayo, Nov 22, 2003 scorecard","Eagles v Zimbabweans at Kimberley, Sep 13, 2006 scorecard",http://www.espncricinfo.com/inline/content/image/800535.html?alt=3,"Australia v Zimbabwe at Cape Town, Sep 12, 2007 scorecard"
Zimbabwe,H Masakadza,Hamilton Masakadza,"August 9, 1983, Harare",31 years 112 days,Right-hand bat,Right-arm medium,"Hamilton Masakadza was still a schoolboy at Churchill High School in Harare when he set the record - since beaten by Mohammad Ashraful - of being the youngest batsman ever to score a century on his Test debut, at 17 years and 254 days.  This was against West Indies in 2000-01 when, batting at No. 3 instead of his normal opening position, he scored a composed 119 that was largely responsible for Zimbabwe saving the match after conceding a first-innings lead of 216. Earlier in the year he had not only become the youngest Zimbabwean ever to score a first-class century, but also the first black player to do so.",29,58,1712,30.57,143,143,3909,178*,28.12,158,31,31,833,79,27.76,86,85,2633,103,35.58,"Zimbabwe v West Indies at Harare, Jul 27-31, 2001 scorecard","Zimbabwe v South Africa at Bulawayo, Sep 23, 2001 scorecard","Eagles v Zimbabweans at Kimberley, Sep 13, 2006 scorecard",http://www.espncricinfo.com/inline/content/image/800519.html?alt=3,"Bangladesh v Zimbabwe at Khulna, Nov 28, 2006 scorecard"
Zimbabwe,DT Tiripano,Donald Tatenda Tiripano,"March 17, 1988, Mutare",26 years 257 days,Right-hand bat,Right-arm fast-medium,NA,1,2,20,20,4,2,4,3,2,NA,41,56,709,NA,16.11,NA,NA,NA,NA,NA,NA,"Zimbabwe v Afghanistan at Bulawayo, Jul 18, 2014 scorecard","Easterns (Zimbabwe) v Westerns at Bulawayo, May 13, 2009 scorecard",http://www.espncricinfo.com/inline/content/image/445345.html?alt=1,NA
Zimbabwe,R Mutumbami,Richmond Mutumbami,"June 11, 1989, Masvingo",25 years 171 days,Right-hand bat,Right-arm offbreak,"A slightly built man, Richmond Mutumbami is an aggressive middle-order wicketkeeper-batsman who made his first-class debut as 17-year-old. He struggled in his first few seasons but began to find his feet as the franchise system developed and he became a regular for the Southern Rocks.",6,12,217,19.72,5,5,100,64,20,43,56,98,2734,150,29.39,NA,NA,NA,NA,NA,"Zimbabwe v Bangladesh at Harare, Apr 17-20, 2013 scorecard","Zimbabwe v Afghanistan at Bulawayo, Jul 24, 2014 scorecard","Northerns (Zimbabwe) v Southerns at Harare, Mar 19, 2008 scorecard",http://www.espncricinfo.com/inline/content/image/632837.html?alt=1,NA
Zimbabwe,BB Chari,Brian Bara Chari,14-Feb-92,22 years 288 days,Right-hand bat,Right-arm offbreak,NA,2,4,29,7.25,26,49,1015,116,21.14,25,26,26,617,NA,26.82,NA,NA,NA,NA,NA,"Bangladesh v Zimbabwe at Khulna, Nov 3-7, 2014 scorecard",NA,"Matabeleland Tuskers v Mountaineers at Bulawayo, Oct 7, 2012 scorecard",http://www.espncricinfo.com/inline/content/image/495170.html?alt=1,NA
Zimbabwe,MT Chinouya,Michael Tawanda Chinouya,"June 9, 1986, Kwekwe",28 years 173 days,Right-hand bat,Right-arm fast-medium,NA,2,2,6,6,55,74,193,23,4.48,NA,55,28,68,13,4.53,NA,NA,NA,NA,NA,NA,"Zimbabwe v India at Harare, Jul 28, 2013 scorecard","Centrals v Easterns (Zimbabwe) at Harare, Mar 19, 2008 scorecard",http://www.espncricinfo.com/inline/content/image/550850.html?alt=1,NA
Zimbabwe,T Panyangara,Tinashe Panyangara,"October 21, 1985, Marondera",29 years 39 days,Allrounder,Right-hand bat,"Tinashe Panyangara is a tall allrounder who first came to attention on the world stage with a remarkable bowling performance of 6 for 31 that sent the Australians tumbling to a shock defeat at the hands of Zimbabwe during the Under-19 World Cup in Bangladesh in 2003-04. Panyangara's family lives in Marondera, a country town about 45 miles south-east of Harare. He learned his cricket at the local primary school - Godfrey Huggins - and was a boarder at Churchill High School in Harare. His allround performances attracted the attention of Takashinga Sports Club, and he was playing for their first team while in Form Four. He won selection for the national Under-19 side in 2003 for the first time. He is tall with a smooth bowling action and is noted for his accuracy, and opens the batting for Takashinga. Panyangara had hoped to spend this and next year gaining his A-levels before becoming a professional cricketer, but instead found himself opening the bowling for the national side after the sacking of the 15 rebel players. Early in 2005 he developed a stress fracture in the back, causing him to miss a year of cricket. It is hoped he will return soon, as with his all-round talents he is viewed as a vital part of Zimbabwe's cricketing future. A passionate player, his transparent delight at success on the field is a welcome change from the often stereotyped celebrations of many other international players.
John Ward June 2006",9,18,201,16.75,37,30,129,16*,5.86,NA,6,1,1,NA,-,15,5,15,10,7.5,"Zimbabwe v Sri Lanka at Harare, May 6-8, 2004 scorecard","Zimbabwe v Sri Lanka at Bulawayo, Apr 20, 2004 scorecard","Mid West Rhinos v Mountaineers at Harare, Nov 13, 2010 scorecard",http://www.espncricinfo.com/inline/content/image/800713.html?alt=3,"Zimbabwe v Bangladesh at Bulawayo, May 11, 2013 scorecard"
Zimbabwe,N Madziva,Neville Madziva,"August 2, 1991, Kadoma",23 years 119 days,Right-hand bat,Right-arm medium,NA,5,5,44,11,24,35,743,70*,30.95,25,22,14,146,NA,14.6,NA,NA,NA,NA,NA,NA,"Zimbabwe v South Africa at Bulawayo, Aug 17, 2014 scorecard","Mid West Rhinos v Kenya at Kwekwe, Nov 21, 2011 scorecard",http://www.espncricinfo.com/inline/content/image/603475.html?alt=1,NA
Zimbabwe,SW Masakadza,Shingirai Winston Masakadza,"September 4, 1986, Harare",28 years 86 days,Bowler,Right-hand bat,"Shingi Masakadza, an honest fast-medium seamer who opens the bowling for the Mountaineers franchise, has a lot to live up to - his older brother Hamilton plays a vital role for Zimbabwe at the top of the order, was the first black African to hit a Test century and was also, for a short time, the youngest player ever to do so on debut. Born in Harare's Highfield township, Shingi first learned the game at Mbizi Primary School and eventually found a position with Takashinga cricket club. He made his first-class debut in 2007-08, making an immediate impression by taking 21 wickets in four Logan Cup games at an amazing average of 11.95. He continued to put in steady performances in first-class cricket, picking up 24 wickets in 2008-9 and 40 in 2009-10, resulting in a call-up to the national side for the tour to West Indies in February 2010. He came back well after his first over in international cricket had been dispatched for 14 runs, grabbing three quick wickets at the death to seal a tense two-run victory in the first ODI in Guyana. Masakadza is also a handy lower-order batsman, with a first-class century to his name. He had a promising career as a budding professional footballer before opting for cricket.
Liam Brickhill",5,9,88,11,16,11,170,45*,21.25,24,7,5,18,9,4.5,41,29,224,NA,9.73,"New Zealand v Zimbabwe at Napier, Jan 26-28, 2012 scorecard","West Indies v Zimbabwe at Providence, Mar 4, 2010 scorecard","Northerns (Zimbabwe) v Easterns (Zimbabwe) at Harare, Mar 20, 2008 scorecard",http://www.espncricinfo.com/inline/content/image/501696.html?alt=1,"West Indies v Zimbabwe at Port of Spain, Feb 28, 2010 scorecard"
Zimbabwe,PJ Moor,Peter Joseph Moor,"February 2, 1991, Harare",23 years 300 days,Right-hand bat,Right-arm offbreak,"Peter Moor is a right-hand batsman who is part of the Zimbabwe squad to the 2010 Under-19 World Cup in New Zealand. Growing up in a cricketing family (his uncle, father and brother are all cricketers), he took up the game at the age of five. He progressed through the ranks of the Zimbabwe U-13s, U-14s, U-16s teams before making the U-19s squad. Moor holds the highest individual score at St. Johns College (214 not out). He was part of the Zimbabwea squad at the 2008 U-19 World Cup in Malaysia too. He idolises Sachin Tendulkar for his ability to adapt his batting to any occasion, and compares his game to Virender Sehwag.
Cricinfo Staff January 2009",2,2,15,7.5,22,39,991,85*,26.07,13,19,14,243,NA,20.25,NA,NA,NA,NA,NA,NA,"Bangladesh v Zimbabwe at Dhaka, Nov 26, 2014 scorecard","Mashonaland Eagles v Kenya at Harare, Nov 18, 2011 scorecard",http://www.espncricinfo.com/inline/content/image/443849.html?alt=1,NA
Zimbabwe,T Maruma,Timycen Maruma,"April 19, 1988, Harare",26 years 224 days,Right-hand bat,Legbreak googly,"Another product of Harare's Churchill High School and Takashinga Club, the lanky Maruma started off as a legspinner, before shifting his focus to batting. He became so good at it that he made his Test debut, against Bangladesh in 2013, he opened the batting.",1,2,20,10,15,14,139,32,9.92,10,9,9,63,NA,10.5,49,40,431,72,11.97,NA,"Zimbabwe v South Africa at Bulawayo, Aug 22, 2007 scorecard","Eagles v Zimbabweans at Kimberley, Sep 13, 2006 scorecard",http://www.espncricinfo.com/inline/content/image/800731.html?alt=3,"Sri Lanka v Zimbabwe at King City (NW), Oct 10, 2008 scorecard"
Zimbabwe,CT Mutombodzi,Confidence Tinotenda Mutombodzi,"December 21, 1990, Harare",23 years 343 days,Right-hand bat,"Legbreak, Legbreak googly","Vastly experienced at first-class level, Tinotenda Mutombodzi has already taken a seven-wicket haul in an innings. A right-hand batsman and legspinner, he was part of the Zimbabwe squad to the 2008 Under-19 World Cup in Malaysia and will tour New Zealand with the side in 2010. ""Tyno"", as he is nicknamed, took up cricket at the age of nine and has represented Zimbabwe U-13s, U-14s and U-16 as well. His more recent achievements include scoring 43 at No. 8 against Pakistan U-19s in an unofficial ODI in October 2009 and picking up 4 for 27 against the same team in the same series. His cricket hero is Shane Warne, and he dreams of being a pilot if he is unable to become a professional cricketer. 
Cricinfo Staff January 2010",3,3,25,8.33,3,3,15,12*,7.5,13,42,65,1208,100,20.13,NA,NA,NA,NA,NA,NA,"West Indies v Zimbabwe at St George's, Feb 26, 2013 scorecard","Centrals v Northerns (Zimbabwe) at Bulawayo, May 13, 2009 scorecard",http://www.espncricinfo.com/inline/content/image/443843.html?alt=1,"West Indies v Zimbabwe at North Sound, Mar 2, 2013 scorecard"
